NAME,FOLDERPATH,SYMBOLID,INC_CRC,FMEL_UPD_D,LONGITUDE,LATITUDE,ALTITUDE
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,49419B0F4E0F64F9,20191008154530,103.857827864162,1.3899860252144,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,6A61803C91DD5528,20191008154530,103.858111700923,1.39113328760861,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,6A61803C91DD5528,20191008154530,103.857935324595,1.39080659519042,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,6A61803C91DD5528,20191008154530,103.857897246357,1.39071095004824,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.855159897177,1.40173659707729,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.855430098149,1.40144510083498,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.855673788786,1.40112207054864,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.855834267586,1.40085287873451,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.855965027093,1.40053583187387,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.856054180836,1.40026065927288,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.856066066192,1.39996155795223,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.856024457153,1.39975218905139,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.855923410649,1.39945907209891,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.855715373887,1.39890274736045,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.855667822413,1.39867543230841,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.855661875704,1.3984959721823,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.855679705896,1.3982686546941,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.855733197337,1.39805928487128,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.85579857672,1.39791571555307,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.856256237428,1.39698850105576,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.856369164694,1.39670734583578,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.856915977882,1.39554085007888,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.857100230194,1.39512210777828,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.857272593206,1.39460167165938,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.857427124782,1.39399748798457,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.857516274644,1.39338134114242,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.85762325084,1.39227466886729,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.857831268576,1.39109023016561,0.0
CENTRAL EXPRESSWAY,Layers/Expressway_Sliproad,2,E13E1A7429B2DFBE,20191008154530,103.857897246357,1.39071095004824,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,E277921CC75369D6,20191008154530,103.771333641144,1.30710993514361,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,E277921CC75369D6,20191008154530,103.7711363949,1.30670415105484,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,E277921CC75369D6,20191008154530,103.771016488369,1.30633726197111,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,E277921CC75369D6,20191008154530,103.770894902582,1.3061121699149,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,E277921CC75369D6,20191008154530,103.770813681074,1.30600633194732,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,E277921CC75369D6,20191008154530,103.770616165585,1.30584804517051,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,E277921CC75369D6,20191008154530,103.770239566336,1.30568481241672,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,52BF22439F354F72,20191008154530,103.770239566336,1.30568481241672,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,52BF22439F354F72,20191008154530,103.769814031337,1.30552411239325,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,52BF22439F354F72,20191008154530,103.769545370142,1.3054294584092,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,52BF22439F354F72,20191008154530,103.769338219155,1.30543364936238,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,52BF22439F354F72,20191008154530,103.769063292442,1.30555071677253,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,52BF22439F354F72,20191008154530,103.768740782091,1.30571035405649,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,37F25B34692F6BC1,20191008154530,103.76615773844,1.30775069238798,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,37F25B34692F6BC1,20191008154530,103.76622138807,1.30771139224528,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,37F25B34692F6BC1,20191008154530,103.766670046584,1.30725141212076,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,7F47755C62BA6F08,20191008154530,103.764416861284,1.30720915237526,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,7F47755C62BA6F08,20191008154530,103.764602666418,1.3071758090738,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,7F47755C62BA6F08,20191008154530,103.764848020025,1.30724278759853,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,7F47755C62BA6F08,20191008154530,103.765040516852,1.30733450082067,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,7F47755C62BA6F08,20191008154530,103.765674503094,1.3077615190353,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,7F47755C62BA6F08,20191008154530,103.765837594401,1.30780976314015,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,7F47755C62BA6F08,20191008154530,103.766002361026,1.30780850690984,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,7F47755C62BA6F08,20191008154530,103.76615773844,1.30775069238798,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,1125D87A975170A8,20191008154530,103.765542796641,1.30860263376696,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,1125D87A975170A8,20191008154530,103.76560666393,1.30852315275054,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,1125D87A975170A8,20191008154530,103.765815320275,1.30821472412622,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,1125D87A975170A8,20191008154530,103.76615773844,1.30775069238798,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,4F64B69C09B8928F,20191008154530,103.766330942559,1.30832011635112,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,4F64B69C09B8928F,20191008154530,103.766213048073,1.30847723197579,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,4F64B69C09B8928F,20191008154530,103.765821818728,1.30901534337829,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,4F64B69C09B8928F,20191008154530,103.765525281789,1.30935217658812,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,5799C0B20527D153,20191008154530,103.766796034608,1.30990907577142,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,5799C0B20527D153,20191008154530,103.766565402218,1.30975060330084,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,5799C0B20527D153,20191008154530,103.766272684656,1.30945844874963,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,5799C0B20527D153,20191008154530,103.766124520412,1.30935762715009,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,5799C0B20527D153,20191008154530,103.765964637743,1.30930829971769,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,5799C0B20527D153,20191008154530,103.765818614318,1.30929115263886,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,5799C0B20527D153,20191008154530,103.765671846092,1.30930408558572,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,5799C0B20527D153,20191008154530,103.765525281789,1.30935217658812,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,914B845D8DE05A3C,20191008154530,103.765525281789,1.30935217658812,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,914B845D8DE05A3C,20191008154530,103.765103648776,1.30972841761639,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,CF01254D3B24630C,20191008154530,103.76178999878,1.31269728114762,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,CF01254D3B24630C,20191008154530,103.762172516885,1.31245779031463,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,9B1ECE600FBE1D04,20191008154530,103.760566874354,1.31291558260944,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,9B1ECE600FBE1D04,20191008154530,103.761579998341,1.31281271263514,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,9B1ECE600FBE1D04,20191008154530,103.76178999878,1.31269728114762,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,972E1ECB9D3A9336,20191008154530,103.756799456223,1.31830035309945,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,972E1ECB9D3A9336,20191008154530,103.756958981357,1.31800437239711,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,972E1ECB9D3A9336,20191008154530,103.757215756644,1.31767648600324,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,972E1ECB9D3A9336,20191008154530,103.757472125671,1.31735013336666,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,972E1ECB9D3A9336,20191008154530,103.75793826972,1.31679989462874,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,972E1ECB9D3A9336,20191008154530,103.758438485083,1.31620943975571,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,972E1ECB9D3A9336,20191008154530,103.759793783217,1.31471025293043,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,972E1ECB9D3A9336,20191008154530,103.760857164804,1.31363794368356,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,972E1ECB9D3A9336,20191008154530,103.76178999878,1.31269728114762,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,68861458D8F252ED,20191008154530,103.760950920722,1.3141235102897,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,68861458D8F252ED,20191008154530,103.759664551359,1.31546870115148,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,1CF621BE4175CBE2,20191008154530,103.761318326362,1.31633151205373,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,1CF621BE4175CBE2,20191008154530,103.760659800188,1.3156923354123,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,1CF621BE4175CBE2,20191008154530,103.760238580617,1.3154165508085,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,1CF621BE4175CBE2,20191008154530,103.760053946984,1.31537301922693,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,1CF621BE4175CBE2,20191008154530,103.759863808795,1.31539255781036,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,1CF621BE4175CBE2,20191008154530,103.759664551359,1.31546870115148,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,7413CE9868AA4B68,20191008154530,103.759664551359,1.31546870115148,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,7413CE9868AA4B68,20191008154530,103.75946934281,1.31563542297504,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,7413CE9868AA4B68,20191008154530,103.759043986713,1.31598926526106,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,1176044BD15766F7,20191008154530,103.666552470427,1.32156296911427,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,1176044BD15766F7,20191008154530,103.666981541613,1.32167523828963,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,1176044BD15766F7,20191008154530,103.667295968331,1.32180776369762,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,81ED983DD208A0F1,20191008154530,103.705260884707,1.32212985012043,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,81ED983DD208A0F1,20191008154530,103.70412275023,1.32208936035564,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,CB48E3C5D23AB8F4,20191008154530,103.699080615015,1.32222230098208,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,CB48E3C5D23AB8F4,20191008154530,103.700295976973,1.32226256391118,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,6D64A9E3A301EC35,20191008154530,103.746340912164,1.32284767134443,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,6D64A9E3A301EC35,20191008154530,103.746606419302,1.32284016633966,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,6D64A9E3A301EC35,20191008154530,103.74929866836,1.32249583175317,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,10BCD01F42112EB4,20191008154530,103.675976758885,1.32275911274451,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,10BCD01F42112EB4,20191008154530,103.674920923709,1.32255669071905,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,D3BA70BA0DA4597A,20191008154530,103.715386000753,1.32235602327522,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,D3BA70BA0DA4597A,20191008154530,103.715832873159,1.32259397067826,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,367A97AFC27D8366,20191008154530,103.682819073227,1.32247625584905,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,367A97AFC27D8366,20191008154530,103.683672570316,1.32264866100464,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,3028DF485C1691F8,20191008154530,103.691108560611,1.32295153591155,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,3028DF485C1691F8,20191008154530,103.690002460332,1.32284228374118,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,DC9F44F3152037D2,20191008154530,103.745751480002,1.32225661180356,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,DC9F44F3152037D2,20191008154530,103.746012838411,1.3226361806557,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,DC9F44F3152037D2,20191008154530,103.746129215355,1.32273691911999,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,DC9F44F3152037D2,20191008154530,103.746340912164,1.32284767134443,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,89170E62B0E1901F,20191008154530,103.74577078924,1.32286463330476,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,89170E62B0E1901F,20191008154530,103.746340912164,1.32284767134443,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,F8E70378650EA7D0,20191008154530,103.663543394885,1.32241013813026,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,F8E70378650EA7D0,20191008154530,103.663662262972,1.32245082264284,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,F8E70378650EA7D0,20191008154530,103.663752598882,1.32253936305026,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,F8E70378650EA7D0,20191008154530,103.663802518059,1.32262789886852,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,F8E70378650EA7D0,20191008154530,103.663824194854,1.32270446895795,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,F8E70378650EA7D0,20191008154530,103.663831823833,1.32285900482277,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,F8E70378650EA7D0,20191008154530,103.663785159681,1.3229618916307,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,F8E70378650EA7D0,20191008154530,103.66373404067,1.32303606468006,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,F8E70378650EA7D0,20191008154530,103.663666280194,1.3231018622031,0.0
AYER RAJAH EXPRESSWAY,Layers/Expressway_Sliproad,2,F8E70378650EA7D0,20191008154530,103.663573557442,1.32316287212849,0.0
